cliente_id;data_disparo;dia_semana;canal;tipo_campanha;segmento_cliente;genero;faixa_etaria;opt_in_email;opt_in_sms;opt_in_push;opt_in_whatsapp;teve_desconto;pct_desconto;numero_disparos_30d;dias_desde_ultima_compra;frequencia_compras_historica;ticket_medio_historico_brl;abriu;clicou;converteu;valor_compra_brl;categoria_produto;dias_ate_recompra
CLI01033;2024-05-29;Quarta;Push;Pós-compra;Em Risco;F;35-44;Sim;Não;Sim;Sim;Não;0;12;150;1;212.47;Não;Não;Não;0.0;;
CLI01485;2024-09-10;Terça;WhatsApp;Pós-compra;Em Risco;F;25-34;Sim;Não;Não;Sim;Não;0;4;163;4;154.54;Sim;Não;Não;0.0;;
CLI01660;2024-11-29;Sexta;WhatsApp;Lançamento de Produto;Inativo;Não informado;35-44;Não;Sim;Não;Sim;Não;0;7;209;6;154.67;Sim;Não;Não;0.0;;
CLI01356;2024-02-17;Sábado;E-mail;Reativação;Ativo;F;25-34;Sim;Sim;Sim;Não;Não;0;4;18;15;277.51;Sim;Não;Não;0.0;;
CLI00919;2025-06-13;Sexta;E-mail;Carrinho Abandonado;Em Risco;F;25-34;Sim;Não;Não;Sim;Não;0;3;133;6;180.17;Não;Não;Não;0.0;;
CLI01512;2024-12-25;Quarta;E-mail;Reativação;Ativo;F;18-24;Sim;Sim;Sim;Sim;Sim;15;4;55;2;228.49;Não;Não;Não;0.0;;
CLI01485;2025-03-28;Sexta;E-mail;Pós-compra;Em Risco;F;25-34;Sim;Não;Não;Sim;Não;0;3;102;4;154.54;Não;Não;Não;0.0;;
CLI01415;2024-01-03;Quarta;E-mail;Conteúdo/Educativo;Inativo;Não informado;35-44;Sim;Sim;Sim;Sim;Não;0;3;501;3;97.08;Não;Não;Não;0.0;;
CLI00445;2025-01-14;Terça;E-mail;Cross-sell;Ativo;M;45-54;Sim;Não;Não;Não;Não;0;6;18;1;257.44;Não;Não;Não;0.0;;
CLI01746;2024-02-16;Sexta;E-mail;Cross-sell;VIP;F;18-24;Sim;Não;Sim;Sim;Sim;10;2;59;20;382.09;Não;Não;Não;0.0;;
CLI01772;2025-06-17;Terça;WhatsApp;Carrinho Abandonado;Em Risco;F;18-24;Sim;Sim;Sim;Sim;Não;0;5;162;2;221.28;Sim;Não;Não;0.0;;
CLI01485;2024-06-23;Domingo;E-mail;Carrinho Abandonado;Em Risco;F;25-34;Sim;Não;Não;Sim;Sim;25;2;121;4;154.54;Não;Não;Não;0.0;;
CLI00069;2025-02-21;Sexta;SMS;Conteúdo/Educativo;Em Risco;F;45-54;Sim;Sim;Sim;Não;Não;0;4;145;1;133.79;Não;Não;Não;0.0;;
CLI00689;2025-02-27;Quinta;E-mail;Aniversário;Inativo;F;18-24;Sim;Sim;Não;Sim;Não;0;4;360;3;133.92;Não;Não;Não;0.0;;
CLI00499;2024-11-30;Sábado;E-mail;Pós-compra;Em Risco;M;25-34;Sim;Não;Sim;Sim;Não;0;3;172;4;118.92;Não;Não;Não;0.0;;
CLI01350;2024-05-13;Segunda;E-mail;Reativação;Em Risco;F;45-54;Sim;Não;Sim;Sim;Não;0;1;133;4;222.63;Não;Não;Não;0.0;;
CLI01032;2024-10-25;Sexta;Push;Pós-compra;VIP;Não informado;18-24;Sim;Não;Sim;Sim;Não;0;5;12;24;690.88;Sim;Não;Não;0.0;;
CLI00034;2024-10-20;Domingo;E-mail;Reativação;Ativo;F;45-54;Sim;Sim;Não;Sim;Não;0;4;53;14;214.14;Sim;Não;Não;0.0;;
CLI01072;2024-05-01;Quarta;E-mail;Conteúdo/Educativo;Novo;M;55+;Sim;Não;Sim;Sim;Não;0;2;11;2;103.75;Não;Não;Não;0.0;;
CLI00895;2024-04-01;Segunda;E-mail;Carrinho Abandonado;Novo;M;35-44;Sim;Não;Sim;Não;Não;0;6;15;6;93.43;Não;Não;Não;0.0;;
CLI00087;2024-02-12;Segunda;WhatsApp;Carrinho Abandonado;Novo;F;18-24;Sim;Não;Não;Sim;Não;0;5;2;5;116.96;Sim;Sim;Não;0.0;;
CLI01333;2025-01-28;Terça;E-mail;Pós-compra;VIP;F;35-44;Sim;Sim;Sim;Sim;Não;0;5;31;18;521.79;Não;Não;Não;0.0;;
CLI01426;2025-06-02;Segunda;WhatsApp;Programa de Fidelidade;Inativo;M;35-44;Não;Sim;Não;Sim;Não;0;2;516;3;115.01;Sim;Sim;Não;0.0;;
CLI01784;2024-06-17;Segunda;E-mail;Aniversário;Novo;F;25-34;Sim;Sim;Não;Sim;Sim;5;4;24;2;154.81;Não;Não;Não;0.0;;
CLI00483;2024-12-23;Segunda;E-mail;Conteúdo/Educativo;Inativo;F;25-34;Sim;Não;Sim;Sim;Não;0;3;510;5;84.11;Sim;Não;Não;0.0;;
CLI01786;2025-02-20;Quinta;E-mail;Carrinho Abandonado;Ativo;F;25-34;Sim;Sim;Sim;Sim;Não;0;5;20;24;263.98;Sim;Sim;Não;0.0;;
CLI01455;2024-01-19;Sexta;E-mail;Lançamento de Produto;Novo;F;25-34;Sim;Sim;Não;Não;Não;0;9;18;6;95.77;Não;Não;Não;0.0;;
CLI01509;2025-03-03;Segunda;SMS;Reativação;Em Risco;F;18-24;Sim;Sim;Sim;Não;Sim;15;3;129;2;116.85;Sim;Sim;Não;0.0;;
CLI01029;2025-04-03;Quinta;E-mail;Cross-sell;Novo;F;55+;Sim;Não;Sim;Sim;Não;0;1;19;1;102.94;Sim;Não;Não;0.0;;
CLI00833;2025-06-30;Segunda;WhatsApp;Reativação;VIP;M;35-44;Sim;Sim;Não;Sim;Não;0;9;24;22;366.9;Não;Não;Não;0.0;;
CLI00778;2024-04-21;Domingo;Push;Promoção Flash;Em Risco;M;25-34;Sim;Sim;Sim;Sim;Sim;15;3;103;1;197.44;Não;Não;Não;0.0;;
CLI00789;2024-06-06;Quinta;E-mail;Carrinho Abandonado;Ativo;F;35-44;Sim;Não;Sim;Não;Sim;10;2;59;11;194.59;Não;Não;Não;0.0;;
CLI01216;2025-05-27;Terça;SMS;Reativação;Em Risco;F;35-44;Sim;Sim;Sim;Não;Não;0;8;165;3;220.68;Sim;Não;Não;0.0;;
CLI01293;2025-06-01;Domingo;SMS;Cross-sell;Em Risco;M;35-44;Sim;Sim;Sim;Sim;Não;0;4;120;4;169.28;Sim;Sim;Não;0.0;;
CLI00869;2024-02-07;Quarta;WhatsApp;Reativação;Em Risco;F;18-24;Sim;Sim;Não;Não;Não;0;8;124;2;113.78;Não;Não;Não;0.0;;
CLI00918;2024-03-30;Sábado;WhatsApp;Aniversário;Inativo;F;45-54;Não;Sim;Sim;Sim;Não;0;8;315;5;176.45;Sim;Não;Não;0.0;;
CLI01228;2025-02-28;Sexta;Push;Carrinho Abandonado;Inativo;M;45-54;Sim;Sim;Não;Sim;Não;0;3;518;2;85.57;Não;Não;Não;0.0;;
CLI00521;2025-06-02;Segunda;SMS;Cross-sell;Novo;M;18-24;Não;Sim;Sim;Sim;Não;0;1;7;5;131.34;Não;Não;Não;0.0;;
CLI00910;2024-09-09;Segunda;SMS;Programa de Fidelidade;Em Risco;M;45-54;Sim;Sim;Sim;Não;Não;0;6;130;3;183.33;Não;Não;Não;0.0;;
CLI01373;2025-03-02;Domingo;E-mail;Pós-compra;Inativo;F;25-34;Sim;Não;Não;Não;Sim;15;3;527;2;113.04;Não;Não;Não;0.0;;
CLI00554;2024-01-04;Quinta;Push;Cross-sell;Ativo;M;35-44;Sim;Não;Sim;Sim;Sim;10;2;60;15;241.84;Não;Não;Não;0.0;;
CLI00790;2024-03-29;Sexta;SMS;Reativação;Em Risco;F;25-34;Sim;Sim;Sim;Sim;Não;0;10;110;5;137.45;Sim;Sim;Não;0.0;;
CLI01409;2025-01-03;Sexta;E-mail;Pós-compra;Ativo;F;55+;Sim;Sim;Não;Sim;Não;0;5;60;1;261.9;Sim;Não;Não;0.0;;
CLI01109;2025-05-30;Sexta;SMS;Cross-sell;Novo;F;25-34;Sim;Sim;Sim;Sim;Não;0;3;29;1;127.52;Sim;Sim;Sim;95.68;Maquiagem;135
CLI00629;2024-02-03;Sábado;Push;Carrinho Abandonado;Em Risco;F;45-54;Sim;Não;Sim;Sim;Não;0;5;153;4;146.57;Sim;Não;Não;0.0;;
CLI00311;2025-02-20;Quinta;SMS;Cross-sell;VIP;F;25-34;Sim;Sim;Não;Sim;Sim;15;3;36;9;613.87;Sim;Sim;Sim;636.49;Unhas;145
CLI01014;2024-06-09;Domingo;WhatsApp;Pós-compra;Inativo;M;25-34;Sim;Sim;Sim;Sim;Não;0;7;387;5;83.54;Sim;Não;Não;0.0;;
CLI01796;2024-01-05;Sexta;WhatsApp;Aniversário;Em Risco;F;35-44;Sim;Não;Não;Sim;Não;0;4;145;4;136.73;Sim;Sim;Sim;114.03;Maquiagem;135
CLI01791;2024-04-19;Sexta;SMS;Promoção Flash;Ativo;F;25-34;Sim;Sim;Sim;Sim;Sim;10;3;53;10;172.65;Sim;Sim;Sim;188.92;Perfumaria;39
CLI01049;2024-01-17;Quarta;E-mail;Cross-sell;Ativo;F;55+;Sim;Sim;Sim;Sim;Sim;15;5;16;11;279.47;Não;Não;Não;0.0;;
CLI01420;2025-01-09;Quinta;WhatsApp;Reativação;Em Risco;F;35-44;Sim;Não;Sim;Sim;Não;0;3;176;5;204.7;Sim;Não;Não;0.0;;
CLI00194;2025-01-03;Sexta;SMS;Carrinho Abandonado;VIP;F;35-44;Sim;Sim;Não;Sim;Não;0;1;30;20;578.55;Sim;Não;Não;0.0;;
CLI01587;2025-03-12;Quarta;E-mail;Cross-sell;Inativo;F;35-44;Sim;Sim;Sim;Sim;Não;0;2;375;1;119.32;Sim;Sim;Não;0.0;;
CLI01338;2024-06-27;Quinta;Push;Carrinho Abandonado;VIP;F;35-44;Sim;Não;Não;Sim;Sim;30;5;48;17;641.59;Não;Não;Não;0.0;;
CLI00215;2024-05-29;Quarta;WhatsApp;Programa de Fidelidade;Novo;F;25-34;Sim;Sim;Sim;Sim;Não;0;10;4;2;115.74;Não;Não;Não;0.0;;
CLI00691;2024-02-14;Quarta;WhatsApp;Reativação;Ativo;F;18-24;Sim;Não;Sim;Sim;Sim;15;1;52;12;192.93;Sim;Não;Não;0.0;;
CLI01192;2025-05-23;Sexta;WhatsApp;Reativação;Em Risco;F;45-54;Sim;Sim;Sim;Sim;Não;0;2;169;6;190.92;Sim;Não;Não;0.0;;
CLI01253;2025-05-04;Domingo;SMS;Carrinho Abandonado;VIP;F;45-54;Sim;Sim;Não;Sim;Não;0;10;43;15;420.53;Não;Não;Não;0.0;;
CLI00102;2025-06-30;Segunda;E-mail;Promoção Flash;VIP;F;35-44;Sim;Não;Não;Sim;Não;0;7;45;10;577.49;Não;Não;Não;0.0;;
CLI00575;2024-07-21;Domingo;SMS;Carrinho Abandonado;Ativo;F;25-34;Sim;Sim;Não;Sim;Sim;5;1;34;3;202.55;Não;Não;Não;0.0;;
CLI01296;2024-06-30;Domingo;WhatsApp;Programa de Fidelidade;Novo;F;55+;Sim;Não;Não;Sim;Não;0;4;17;2;93.32;Não;Não;Não;0.0;;
CLI00130;2024-08-24;Sábado;E-mail;Carrinho Abandonado;Em Risco;F;55+;Sim;Sim;Sim;Não;Não;0;2;133;3;229.02;Sim;Não;Não;0.0;;
CLI00425;2024-06-26;Quarta;E-mail;Cross-sell;Inativo;F;35-44;Sim;Sim;Sim;Não;Não;0;6;348;3;127.79;Sim;Não;Não;0.0;;
CLI01748;2024-09-11;Quarta;SMS;Lançamento de Produto;Ativo;F;25-34;Sim;Não;Sim;Sim;Não;0;4;62;2;238.9;Sim;Não;Não;0.0;;
CLI00823;2024-11-14;Quinta;E-mail;Carrinho Abandonado;Ativo;F;25-34;Sim;Sim;Sim;Não;Não;0;5;22;19;165.47;Não;Não;Não;0.0;;
CLI00035;2024-10-13;Domingo;Push;Aniversário;Novo;Não informado;35-44;Sim;Sim;Sim;Sim;Não;0;3;16;4;90.2;Sim;Não;Não;0.0;;
CLI00005;2024-10-16;Quarta;E-mail;Carrinho Abandonado;Ativo;F;45-54;Sim;Sim;Sim;Sim;Não;0;7;62;10;277.78;Não;Não;Não;0.0;;
CLI00186;2024-07-23;Terça;WhatsApp;Programa de Fidelidade;Inativo;F;55+;Sim;Sim;Sim;Sim;Não;0;3;184;5;140.29;Sim;Não;Não;0.0;;
CLI00795;2024-10-09;Quarta;E-mail;Aniversário;Em Risco;F;35-44;Sim;Sim;Não;Sim;Sim;15;8;120;6;134.36;Não;Não;Não;0.0;;
CLI01126;2024-06-08;Sábado;E-mail;Reativação;Novo;M;18-24;Sim;Não;Não;Sim;Não;0;4;23;3;90.18;Não;Não;Não;0.0;;
CLI01193;2024-10-29;Terça;E-mail;Programa de Fidelidade;Ativo;F;35-44;Sim;Não;Sim;Sim;Não;0;3;57;11;137.24;Não;Não;Não;0.0;;
CLI01305;2025-01-05;Domingo;E-mail;Reativação;Inativo;M;25-34;Sim;Não;Sim;Não;Sim;25;9;186;4;152.78;Não;Não;Não;0.0;;
CLI00846;2025-03-27;Quinta;Push;Carrinho Abandonado;Novo;F;18-24;Sim;Não;Sim;Sim;Não;0;3;26;4;84.38;Sim;Não;Não;0.0;;
CLI00179;2025-04-28;Segunda;Push;Carrinho Abandonado;Ativo;F;35-44;Sim;Sim;Sim;Sim;Não;0;2;29;7;248.81;Não;Não;Não;0.0;;
CLI00771;2025-05-05;Segunda;WhatsApp;Reativação;Em Risco;F;35-44;Não;Sim;Não;Sim;Sim;10;4;145;4;161.23;Sim;Sim;Não;0.0;;
CLI00753;2025-04-27;Domingo;E-mail;Aniversário;Ativo;M;35-44;Sim;Não;Não;Sim;Não;0;2;78;4;213.55;Não;Não;Não;0.0;;
CLI00807;2024-05-04;Sábado;E-mail;Cross-sell;Ativo;M;18-24;Sim;Sim;Não;Sim;Não;0;9;82;5;236.75;Não;Não;Não;0.0;;
CLI00233;2024-04-05;Sexta;E-mail;Reativação;Ativo;F;35-44;Sim;Sim;Não;Sim;Não;0;3;35;15;267.21;Não;Não;Não;0.0;;
CLI00639;2025-01-08;Quarta;WhatsApp;Lançamento de Produto;Novo;F;25-34;Sim;Sim;Sim;Sim;Não;0;4;3;5;116.67;Não;Não;Não;0.0;;
CLI00909;2024-03-17;Domingo;WhatsApp;Cross-sell;Ativo;M;25-34;Não;Sim;Sim;Sim;Sim;25;8;48;14;205.79;Sim;Não;Não;0.0;;
CLI01223;2024-11-24;Domingo;E-mail;Programa de Fidelidade;Em Risco;F;45-54;Sim;Sim;Sim;Sim;Não;0;6;160;6;147.3;Não;Não;Não;0.0;;
CLI00011;2024-07-15;Segunda;E-mail;Programa de Fidelidade;Novo;F;18-24;Sim;Não;Sim;Sim;Sim;15;5;26;4;127.67;Não;Não;Não;0.0;;
CLI00183;2025-04-17;Quinta;E-mail;Reativação;Inativo;F;18-24;Sim;Sim;Sim;Não;Sim;20;5;199;3;174.22;Não;Não;Não;0.0;;
CLI01091;2024-08-14;Quarta;WhatsApp;Promoção Flash;Ativo;M;25-34;Sim;Sim;Não;Sim;Sim;5;4;26;23;277.6;Sim;Sim;Sim;256.56;Corpo;81
CLI00026;2024-02-01;Quinta;E-mail;Reativação;Ativo;F;35-44;Sim;Sim;Sim;Sim;Não;0;7;55;17;153.61;Sim;Não;Não;0.0;;
CLI00118;2025-03-24;Segunda;SMS;Lançamento de Produto;Ativo;M;35-44;Sim;Não;Sim;Não;Não;0;1;68;20;130.43;Sim;Não;Não;0.0;;
CLI01713;2024-05-05;Domingo;E-mail;Lançamento de Produto;VIP;F;25-34;Sim;Sim;Sim;Não;Não;0;3;28;23;603.49;Não;Não;Não;0.0;;
CLI00296;2024-10-08;Terça;WhatsApp;Promoção Flash;Novo;F;18-24;Sim;Não;Sim;Sim;Sim;15;2;27;1;159.05;Não;Não;Não;0.0;;
CLI01047;2024-09-24;Terça;E-mail;Carrinho Abandonado;Inativo;F;45-54;Sim;Sim;Sim;Sim;Não;0;7;486;4;87.4;Sim;Não;Não;0.0;;
CLI01257;2024-06-01;Sábado;E-mail;Programa de Fidelidade;Inativo;F;35-44;Sim;Sim;Sim;Sim;Sim;25;4;344;6;134.72;Não;Não;Não;0.0;;
CLI00870;2024-09-20;Sexta;E-mail;Conteúdo/Educativo;Novo;F;25-34;Sim;Sim;Sim;Não;Não;0;3;14;6;147.64;Sim;Não;Não;0.0;;
CLI00212;2024-04-08;Segunda;Push;Carrinho Abandonado;Novo;F;18-24;Não;Sim;Não;Sim;Não;0;9;4;4;151.14;Não;Não;Não;0.0;;
CLI01551;2024-01-13;Sábado;WhatsApp;Promoção Flash;Em Risco;Não informado;45-54;Sim;Sim;Não;Sim;Não;0;8;96;2;179.24;Não;Não;Não;0.0;;
CLI01640;2025-06-23;Segunda;E-mail;Reativação;Inativo;M;25-34;Sim;Sim;Não;Sim;Não;0;2;525;1;100.42;Não;Não;Não;0.0;;
CLI00548;2024-08-16;Sexta;E-mail;Promoção Flash;Inativo;F;25-34;Sim;Sim;Não;Sim;Sim;15;6;492;3;95.98;Não;Não;Não;0.0;;
CLI00071;2024-04-06;Sábado;Push;Cross-sell;Em Risco;F;35-44;Sim;Sim;Sim;Não;Não;0;3;137;3;149.25;Sim;Não;Não;0.0;;
CLI01439;2025-05-10;Sábado;Push;Carrinho Abandonado;Em Risco;M;35-44;Sim;Não;Sim;Não;Não;0;3;91;2;163.59;Sim;Sim;Não;0.0;;
CLI00237;2025-06-14;Sábado;E-mail;Aniversário;Inativo;F;55+;Sim;Sim;Não;Sim;Sim;5;5;410;2;130.73;Não;Não;Não;0.0;;
CLI00347;2024-01-22;Segunda;E-mail;Pós-compra;Em Risco;F;18-24;Sim;Sim;Sim;Não;Não;0;10;95;2;202.48;Não;Não;Não;0.0;;
CLI01169;2024-06-05;Quarta;SMS;Promoção Flash;Inativo;Não informado;25-34;Não;Sim;Sim;Não;Sim;15;4;259;5;98.61;Sim;Sim;Não;0.0;;
CLI01241;2024-06-25;Terça;E-mail;Cross-sell;Ativo;M;18-24;Sim;Sim;Sim;Sim;Não;0;5;26;4;266.66;Não;Não;Não;0.0;;
CLI01253;2024-01-27;Sábado;SMS;Promoção Flash;VIP;F;45-54;Sim;Sim;Não;Sim;Sim;15;6;51;15;420.53;Sim;Não;Não;0.0;;
CLI01799;2024-06-01;Sábado;Push;Programa de Fidelidade;Ativo;M;55+;Sim;Não;Sim;Não;Sim;15;2;25;22;241.29;Não;Não;Não;0.0;;
CLI00710;2024-01-03;Quarta;Push;Conteúdo/Educativo;Em Risco;M;25-34;Sim;Sim;Sim;Não;Não;0;2;135;6;232.05;Não;Não;Não;0.0;;
CLI00253;2025-03-10;Segunda;E-mail;Cross-sell;VIP;Não informado;18-24;Sim;Não;Sim;Não;Sim;10;2;26;20;470.75;Sim;Não;Não;0.0;;
CLI01013;2024-07-12;Sexta;E-mail;Carrinho Abandonado;Inativo;Não informado;18-24;Sim;Sim;Não;Sim;Não;0;4;539;4;153.56;Sim;Não;Não;0.0;;
CLI00072;2025-03-25;Terça;SMS;Programa de Fidelidade;Ativo;F;25-34;Sim;Sim;Não;Não;Não;0;3;62;23;157.77;Sim;Não;Não;0.0;;
CLI01263;2024-10-21;Segunda;E-mail;Reativação;Novo;F;55+;Não;Sim;Não;Não;Sim;30;3;19;4;111.68;Não;Não;Não;0.0;;
CLI00464;2024-01-03;Quarta;WhatsApp;Promoção Flash;Inativo;F;25-34;Sim;Não;Não;Sim;Sim;15;3;531;1;111.25;Não;Não;Não;0.0;;
CLI01447;2024-08-17;Sábado;E-mail;Promoção Flash;Inativo;M;45-54;Sim;Sim;Não;Sim;Sim;15;2;288;3;121.54;Sim;Não;Não;0.0;;
CLI01284;2024-04-11;Quinta;E-mail;Conteúdo/Educativo;Em Risco;F;45-54;Sim;Sim;Sim;Sim;Não;0;9;107;4;192.01;Sim;Não;Não;0.0;;
CLI00974;2024-12-02;Segunda;E-mail;Programa de Fidelidade;VIP;Não informado;45-54;Sim;Sim;Não;Não;Não;0;6;21;24;322.77;Não;Não;Não;0.0;;
CLI01458;2024-04-16;Terça;E-mail;Reativação;Ativo;F;35-44;Sim;Não;Sim;Sim;Não;0;6;38;22;198.71;Sim;Sim;Não;0.0;;
CLI00511;2025-06-20;Sexta;Push;Programa de Fidelidade;Inativo;F;35-44;Sim;Sim;Não;Sim;Sim;15;4;475;5;127.3;Não;Não;Não;0.0;;
CLI00510;2025-05-06;Terça;E-mail;Promoção Flash;Em Risco;F;55+;Sim;Não;Sim;Não;Não;0;3;147;1;172.96;Sim;Não;Não;0.0;;
CLI01265;2024-08-02;Sexta;E-mail;Aniversário;Ativo;M;45-54;Sim;Sim;Sim;Sim;Não;0;5;24;22;189.11;Não;Não;Não;0.0;;
CLI01647;2024-09-09;Segunda;SMS;Carrinho Abandonado;Ativo;F;25-34;Sim;Sim;Sim;Não;Não;0;5;71;14;266.61;Não;Não;Não;0.0;;
CLI01114;2024-05-06;Segunda;E-mail;Pós-compra;Em Risco;F;25-34;Sim;Não;Não;Sim;Não;0;4;176;6;112.5;Sim;Sim;Não;0.0;;
CLI00642;2024-11-11;Segunda;E-mail;Pós-compra;Ativo;F;45-54;Sim;Sim;Não;Sim;Sim;25;8;16;7;193.93;Não;Não;Não;0.0;;
CLI00660;2025-06-03;Terça;SMS;Pós-compra;Em Risco;M;25-34;Sim;Sim;Sim;Não;Não;0;9;161;2;118.58;Não;Não;Não;0.0;;
CLI01596;2025-06-07;Sábado;E-mail;Promoção Flash;Ativo;F;55+;Sim;Não;Não;Sim;Sim;15;2;44;19;175.05;Não;Não;Não;0.0;;
CLI00280;2024-10-14;Segunda;SMS;Promoção Flash;Inativo;Não informado;25-34;Sim;Sim;Não;Sim;Não;0;5;265;4;145.32;Sim;Não;Não;0.0;;
CLI00206;2024-11-24;Domingo;WhatsApp;Pós-compra;Inativo;M;25-34;Sim;Não;Sim;Sim;Não;0;3;198;3;152.21;Sim;Sim;Não;0.0;;
CLI01568;2024-08-26;Segunda;E-mail;Promoção Flash;Ativo;F;25-34;Sim;Sim;Sim;Não;Não;0;12;70;8;226.82;Não;Não;Não;0.0;;
CLI01209;2024-12-06;Sexta;E-mail;Carrinho Abandonado;Inativo;F;35-44;Sim;Sim;Sim;Não;Sim;10;5;431;4;76.69;Sim;Não;Não;0.0;;
CLI00472;2025-05-14;Quarta;SMS;Reativação;Novo;F;35-44;Sim;Sim;Sim;Sim;Não;0;4;25;1;158.05;Sim;Não;Não;0.0;;
CLI00433;2024-01-29;Segunda;E-mail;Pós-compra;Novo;M;35-44;Sim;Sim;Sim;Sim;Sim;5;5;29;6;112.36;Não;Não;Não;0.0;;
CLI00802;2024-07-05;Sexta;Push;Cross-sell;VIP;F;35-44;Não;Sim;Sim;Sim;Não;0;6;18;17;529.68;Não;Não;Não;0.0;;
CLI00980;2024-09-06;Sexta;E-mail;Pós-compra;Novo;F;25-34;Sim;Sim;Não;Sim;Não;0;9;2;1;88.11;Não;Não;Não;0.0;;
CLI01710;2024-05-17;Sexta;SMS;Promoção Flash;Inativo;Não informado;45-54;Sim;Sim;Não;Sim;Sim;25;3;293;1;78.39;Sim;Não;Não;0.0;;
CLI00265;2024-01-25;Quinta;Push;Lançamento de Produto;Novo;M;45-54;Sim;Sim;Sim;Sim;Não;0;9;24;2;137.22;Não;Não;Não;0.0;;
CLI00977;2024-01-24;Quarta;Push;Carrinho Abandonado;VIP;Não informado;25-34;Sim;Sim;Sim;Não;Sim;30;12;30;8;636.06;Sim;Não;Não;0.0;;
CLI01643;2025-02-28;Sexta;SMS;Pós-compra;Ativo;F;18-24;Não;Sim;Sim;Sim;Não;0;10;48;16;251.43;Não;Não;Não;0.0;;
CLI01598;2024-03-22;Sexta;Push;Cross-sell;Em Risco;F;25-34;Sim;Sim;Sim;Sim;Sim;10;3;114;5;167.36;Sim;Não;Não;0.0;;
CLI00741;2024-03-27;Quarta;WhatsApp;Programa de Fidelidade;Inativo;M;25-34;Não;Sim;Sim;Sim;Sim;15;9;521;6;114.69;Não;Não;Não;0.0;;
CLI00050;2024-03-14;Quinta;E-mail;Carrinho Abandonado;Inativo;M;45-54;Sim;Sim;Não;Sim;Não;0;5;336;4;75.52;Não;Não;Não;0.0;;
CLI01289;2024-02-23;Sexta;E-mail;Cross-sell;Ativo;F;25-34;Sim;Sim;Não;Sim;Não;0;5;47;12;214.73;Sim;Não;Não;0.0;;
CLI00634;2025-06-15;Domingo;E-mail;Lançamento de Produto;Em Risco;M;35-44;Sim;Não;Não;Sim;Sim;10;1;128;5;174.94;Não;Não;Não;0.0;;
CLI01740;2025-01-02;Quinta;E-mail;Cross-sell;Ativo;F;35-44;Sim;Sim;Sim;Sim;Não;0;4;42;5;137.54;Não;Não;Não;0.0;;
CLI01659;2025-03-27;Quinta;E-mail;Aniversário;Inativo;F;25-34;Sim;Não;Não;Sim;Não;0;1;463;5;133.19;Sim;Sim;Não;0.0;;
CLI00648;2025-03-30;Domingo;E-mail;Reativação;Inativo;F;45-54;Sim;Sim;Sim;Sim;Não;0;2;201;5;177.45;Não;Não;Não;0.0;;
CLI01513;2024-03-22;Sexta;E-mail;Cross-sell;Inativo;M;35-44;Sim;Sim;Sim;Sim;Não;0;2;235;2;95.83;Não;Não;Não;0.0;;
CLI00676;2024-01-24;Quarta;E-mail;Reativação;VIP;F;25-34;Sim;Não;Não;Não;Não;0;10;38;5;461.71;Não;Não;Não;0.0;;
CLI01799;2024-07-12;Sexta;Push;Pós-compra;Ativo;M;55+;Sim;Não;Sim;Não;Não;0;2;20;22;241.29;Não;Não;Não;0.0;;
CLI01592;2024-06-09;Domingo;Push;Reativação;VIP;Não informado;25-34;Não;Sim;Sim;Não;Sim;15;4;40;3;403.26;Não;Não;Não;0.0;;
CLI00205;2025-02-27;Quinta;SMS;Programa de Fidelidade;Ativo;Não informado;45-54;Sim;Sim;Não;Sim;Não;0;3;90;13;252.76;Sim;Não;Não;0.0;;
CLI01035;2024-07-03;Quarta;E-mail;Carrinho Abandonado;Novo;F;18-24;Não;Sim;Sim;Não;Não;0;5;6;2;101.53;Não;Não;Não;0.0;;
CLI01776;2024-03-31;Domingo;WhatsApp;Pós-compra;Em Risco;F;18-24;Sim;Sim;Não;Não;Não;0;5;125;5;145.41;Não;Não;Não;0.0;;
CLI00572;2025-05-19;Segunda;WhatsApp;Promoção Flash;Ativo;Não informado;18-24;Sim;Sim;Não;Sim;Sim;20;6;89;23;234.98;Não;Não;Não;0.0;;
CLI01179;2024-11-09;Sábado;E-mail;Reativação;Ativo;Não informado;25-34;Sim;Sim;Sim;Sim;Não;0;6;64;19;133.83;Não;Não;Não;0.0;;
CLI01115;2024-09-18;Quarta;WhatsApp;Carrinho Abandonado;Inativo;F;18-24;Sim;Não;Sim;Não;Não;0;5;510;5;89.24;Sim;Não;Não;0.0;;
CLI01031;2025-05-21;Quarta;SMS;Promoção Flash;Ativo;M;25-34;Sim;Sim;Sim;Não;Sim;20;4;46;9;275.97;Sim;Sim;Sim;318.71;Maquiagem;67
CLI00928;2025-06-27;Sexta;E-mail;Carrinho Abandonado;Inativo;F;45-54;Não;Sim;Sim;Sim;Sim;15;3;469;6;152.66;Sim;Sim;Não;0.0;;
CLI00915;2024-11-09;Sábado;E-mail;Pós-compra;Ativo;M;35-44;Sim;Não;Não;Sim;Não;0;4;66;2;268.22;Não;Não;Não;0.0;;
CLI01718;2024-09-16;Segunda;E-mail;Promoção Flash;Ativo;F;18-24;Sim;Sim;Sim;Sim;Sim;15;5;41;21;257.11;Não;Não;Não;0.0;;
CLI01732;2024-01-16;Terça;SMS;Aniversário;Novo;M;35-44;Sim;Sim;Não;Sim;Sim;10;7;15;5;141.05;Não;Não;Não;0.0;;
